name,salary_from,salary_to,salary_currency,area_name,published_at
"Тестер, тестеровщик",700.0,800.0,USD,Москва,2007-01-10T14:15:05+0300
Консультант по SAP Business One,300.0,1300.0,USD,Казань,2007-01-10T14:16:43+0300
Оператор компьютерной базы,400.0,500.0,USD,Москва,2007-01-15T18:27:57+0300
Ведущий программист,1900.0,2000.0,USD,Москва,2007-01-10T14:19:54+0300
Программист 1 категории,1500.0,1700.0,USD,Москва,2007-01-10T14:21:00+0300
Программист 2 категории,1300.0,1500.0,USD,Москва,2007-01-10T14:21:54+0300
Cпециалист Отдела поддержки пользователей (IT HelpDesk),,1000.0,USD,Москва,2007-01-10T14:22:52+0300
Аналитик предметного проектирования,1900.0,2000.0,USD,Москва,2007-01-10T14:23:19+0300
Инженер-программист (тестирование),850.0,900.0,USD,Москва,2007-01-24T10:42:44+0300
Консультант по внедрению,600.0,800.0,USD,Москва,2007-01-10T14:29:29+0300
Web-мастер/веб-мастер,1000.0,1300.0,USD,Москва,2007-01-10T14:42:00+0300
Консультант - программист 1С,1200.0,1400.0,USD,Москва,2007-01-10T14:46:28+0300
Руководитель группы разработчиков,3500.0,,USD,Москва,2007-01-10T14:46:30+0300
Программист 1С на гибкий рабочий график,,2000.0,USD,Москва,2007-01-10T14:54:43+0300
Программист 1С,1500.0,2000.0,USD,Москва,2007-01-10T14:54:46+0300
Программист 1С,1700.0,2000.0,USD,Москва,2007-01-10T14:54:48+0300
Программист 1С,1500.0,2000.0,USD,Москва,2007-01-10T14:54:50+0300
Менеджер по работе с ключевыми сетями (координатор продаж),1000.0,,USD,Москва,2007-01-10T14:55:48+0300
Системный администратор,800.0,,USD,Москва,2007-01-10T14:56:26+0300
Эксперт,1300.0,2000.0,USD,Москва,2007-01-10T15:01:16+0300
Консультант 1С,1300.0,,USD,Москва,2007-01-10T15:02:33+0300
Тестер компьютерных игр,500.0,500.0,USD,Москва,2007-01-10T15:18:01+0300
Руководитель направления ERP,,2500.0,USD,Москва,2007-04-23T15:42:55+0400
TVX Media,1500.0,1501.0,USD,Москва,2007-01-10T15:18:20+0300
Консультант-Руководитель проектной группы(MM/SD или СО/PC или FI/AA-SL),2000.0,,USD,Россия,2007-01-10T15:19:05+0300
"SAP R3 TeamLeader(MM/SD, CO/PC, FI/AA, SL)",2000.0,,USD,Москва,2007-01-10T15:19:34+0300
Менеджер по связям с общественностью,800.0,1200.0,USD,Москва,2007-02-01T11:12:47+0300
Менеджер по интернет-рекламе,700.0,1200.0,USD,Москва,2007-01-10T15:37:13+0300
Контент-Редактор,700.0,900.0,USD,Москва,2007-01-10T15:40:18+0300
Технический писатель,800.0,800.0,USD,Москва,2007-02-01T11:56:43+0300
Программист 1С,1500.0,2000.0,USD,Москва,2007-01-10T15:48:29+0300
Программист - разработчик (Microsoft.NET),800.0,1200.0,USD,Москва,2007-01-19T13:49:56+0300
Программист C/С ++,1200.0,1800.0,USD,Москва,2007-02-01T10:47:09+0300
Специалист IT,1000.0,2000.0,USD,Москва,2007-01-29T14:45:42+0300
"Программист (C#, MS SQL)",1400.0,1700.0,USD,Москва,2007-01-10T16:05:10+0300
Инженер-программист,1300.0,1700.0,USD,Москва,2007-01-10T16:06:24+0300
Разработчик Java/J2EE,300.0,700.0,USD,Запорожье,2007-02-01T16:49:09+0300
Perl разработчик (D1),800.0,1000.0,USD,Московская область - Север,2007-01-10T16:10:51+0300
Perl разработчик (D1),800.0,1000.0,USD,Московская область - Север,2007-03-26T15:25:48+0400
Программист по 1С 7.7,1700.0,2500.0,USD,Москва,2007-01-10T16:13:05+0300
Менеджер по работе с клиентами / Руководитель направления продаж,2000.0,5000.0,USD,Москва,2007-01-10T16:27:02+0300
Продакт-менеджер (продукты мониторинга и диагностики сетей),2000.0,2500.0,USD,Москва,2007-01-10T16:27:56+0300
Инженер / Системный администратор ночной смены (сменный график),2000.0,3000.0,USD,Москва,2007-01-10T16:29:17+0300
Менеджер информационной группы по работе с партнёрами,700.0,1000.0,USD,Москва,2007-01-17T13:06:00+0300
Менеджер по маркетингу,1500.0,1500.0,USD,Москва,2007-01-10T16:30:47+0300
Веб программист ASP .net (Web developer),2300.0,,USD,Москва,2007-01-30T12:41:33+0300
Специалист по поддержке пользователей,800.0,1000.0,USD,Москва,2007-02-20T11:05:35+0300
Коммерческий директор,10000.0,15000.0,USD,Москва,2007-01-10T16:41:14+0300
Специалист (программист) по Navision,1800.0,2000.0,USD,Москва,2007-01-25T15:09:26+0300
Менеджер по продажам,300.0,1000.0,USD,Москва,2007-01-10T16:42:24+0300
Программист/разработчик С/С ++,600.0,1000.0,USD,Москва,2007-01-10T16:44:40+0300
Руководитель отдела технического обслуживания,800.0,1200.0,USD,Санкт-Петербург,2007-01-10T16:45:15+0300
Менеджер по работе с ключевым заказчиком (МТС) (RT-2156-NC-MTS),3000.0,,USD,Москва,2007-02-06T09:50:26+0300
Системный администратор,700.0,1200.0,USD,Москва,2007-01-22T21:08:53+0300
Программист Axapta,2500.0,2500.0,USD,Москва,2007-01-10T17:23:38+0300
Менеджер по работе с сетевыми магазинами,900.0,1500.0,USD,Москва,2007-01-23T09:38:00+0300
Менеджер по продажам IT-услуг,2000.0,3000.0,USD,Москва,2007-01-10T17:28:37+0300
Программист 1С,2000.0,2000.0,USD,Москва,2007-01-10T17:38:04+0300
Менеджер по продукции,1200.0,2000.0,USD,Москва,2007-01-10T17:39:52+0300
Системный администратор,,630.0,USD,Санкт-Петербург,2007-01-10T17:40:17+0300
Product manager,2000.0,3500.0,USD,Москва,2007-02-06T12:02:26+0300
Администратор 1С,1600.0,,USD,Москва,2007-01-10T17:57:12+0300
Координатор IT-отдела,1200.0,1400.0,USD,Москва,2007-01-23T15:27:08+0300
KAM по работе операторами связи в западную компанию,2500.0,4000.0,USD,Москва,2007-02-09T11:13:40+0300
Программист,2000.0,,USD,Москва,2007-02-26T15:56:16+0300
Системный администратор,,800.0,USD,Москва,2007-01-10T18:06:48+0300
Менеджер по работе с ключевыми сетями (координатор продаж),1000.0,,USD,Москва,2007-01-10T18:07:27+0300
Программист 1С,2000.0,2000.0,USD,Москва,2007-01-10T18:07:44+0300
Менеджер по продажам телекоммуникационного оборудования в западную компанию,2000.0,3500.0,USD,Москва,2007-01-16T09:30:55+0300
"Сотрудник службы helpdesk (м. ""Тимирязевская"")",800.0,900.0,USD,Москва,2007-01-16T12:39:13+0300
Программист,2000.0,,USD,Москва,2007-02-26T15:56:16+0300
Менеджер по продажам,600.0,1000.0,USD,Москва,2007-01-10T18:21:01+0300
Signal design engineer,1500.0,,USD,Санкт-Петербург,2007-01-10T18:27:19+0300
Специалист отдела сопровождения программного обеспечения,24000.0,,USD,Москва,2007-01-10T18:33:48+0300
Системный администратор,800.0,1000.0,USD,Москва,2007-01-10T18:35:06+0300
Web Дизайнер,800.0,1000.0,USD,Москва,2007-01-31T19:31:10+0300
Менеджер по работе с клиентами,500.0,,USD,Москва,2007-01-10T18:55:45+0300
Дизайнер,800.0,,USD,Москва,2007-01-31T19:31:11+0300
"Менеджер проектов по телекоммуникационным решениям (архитектор, эксперт) в западную компанию",2000.0,3500.0,USD,Москва,2007-02-09T11:12:57+0300
Программист C#,900.0,1100.0,USD,Санкт-Петербург,2007-01-18T15:48:22+0300
Инженер службы технической поддержки,1200.0,,USD,Москва,2007-01-10T19:36:37+0300
Программист 1С 8.0,2200.0,2420.0,USD,Москва,2007-01-10T19:40:12+0300
Ведущий Программист 1С: Предприятие 7.7,1800.0,2000.0,USD,Москва,2007-01-10T19:43:28+0300
Senior Software Developer (multiple positions),,1400.0,USD,Киев,2007-01-10T19:44:40+0300
Senior Software Developer C++||/C# (multiple positions),1300.0,1800.0,USD,Украина,2007-01-10T19:47:52+0300
Разработчик С++ (Unix),1300.0,2500.0,USD,Украина,2007-01-10T19:55:14+0300
Developer to the Test Automated Team,1000.0,1500.0,USD,Украина,2007-01-10T19:56:26+0300
Главный специалист системы Open Way4,2000.0,2500.0,USD,Москва,2007-01-10T21:30:32+0300
Консультант MBS Navision,1500.0,1800.0,USD,Москва,2007-01-10T21:31:26+0300
Ведущий Lotus администратор,1800.0,2300.0,USD,Москва,2007-01-10T21:31:45+0300
CISCO Администратор,1700.0,1900.0,USD,Москва,2007-01-10T21:32:14+0300
Помощник системного администратора,500.0,1000.0,USD,Москва,2007-01-10T22:21:33+0300
Системный администратор,800.0,1300.0,USD,Москва,2007-01-10T22:26:19+0300
Руководитель отдела Интернет-ресурсов,900.0,1000.0,USD,Москва,2007-05-03T14:00:40+0400
Web-мастер,2000.0,,USD,Москва,2007-01-24T10:56:50+0300
Системный архитектор в крупную телекоммуникационную компанию,3000.0,3500.0,USD,Москва,2007-01-18T15:22:20+0300
IT менеджер в иностранную риэлтерскую компанию,1200.0,1200.0,USD,Москва,2007-01-11T09:06:05+0300
Программист 1С,1500.0,1700.0,USD,Москва,2007-01-11T09:09:12+0300
Web-разработчик PHP,1500.0,2000.0,USD,Москва,2007-01-22T09:39:02+0300
"Менеджер проектов по серверным решениям (архитектор решения, эксперт) в западную компанию",2000.0,3000.0,USD,Москва,2007-02-06T15:54:34+0300
Специалист 1С,700.0,,USD,Москва,2007-09-18T10:45:57+0400
SW Developer,1000.0,2000.0,USD,Санкт-Петербург,2007-02-06T11:05:27+0300
Software Developer,1000.0,2500.0,USD,Москва,2007-04-04T11:57:55+0400
Специалист по поддержке бухгалтерских ПО в Центральную бухгалтерию,1000.0,1800.0,USD,Москва,2007-01-29T10:21:43+0300
Системный администратор,1000.0,1500.0,USD,Москва,2007-02-01T16:04:10+0300
Ведущий программист/программист,1800.0,2200.0,USD,Москва,2007-01-11T10:36:53+0300
Специалист по сопровождению банковского ПО,1000.0,1500.0,USD,Москва,2007-01-11T10:38:37+0300
Java-тестировщик,1500.0,2000.0,USD,Москва,2007-01-11T10:39:31+0300
Исполнительный директор- руководитель группы управления Интернет- проектов,4000.0,5000.0,USD,Москва,2007-01-19T12:12:55+0300
Бизнес-аналитик,1600.0,2000.0,USD,Москва,2007-01-11T10:40:27+0300
Java-программист,1700.0,2500.0,USD,Москва,2007-02-01T15:55:12+0300
Сотрудник отдела выдачи товаров,200.0,300.0,USD,Воронеж,2007-02-06T10:51:50+0300
Инженер-технолог,700.0,1000.0,USD,Московская область - Север,2007-01-11T10:46:47+0300
SYSTEMS ADMINISTRATOR (UNIX),,1400.0,USD,Москва,2007-01-11T10:47:02+0300
System supporter/application manager for Capital markets.,,2500.0,USD,Москва,2007-01-11T10:47:58+0300
Ведущий специалист по поддержке прикладных систем на трейдинг.,2000.0,2500.0,USD,Москва,2007-01-11T10:49:42+0300
Программист 1С,1800.0,2300.0,USD,Москва,2007-02-28T16:22:44+0300
Banking Systems Business Analyst,1000.0,2000.0,USD,Москва,2007-04-04T11:57:55+0400
Ведущий Программист.,,1800.0,USD,Москва,2007-01-11T10:55:07+0300
Ведущий специалист группы тестировани,2000.0,,USD,Москва,2007-01-11T10:57:54+0300
Администратор Oracle,2000.0,,USD,Москва,2007-01-24T11:23:08+0300
"Дизайнер 3D, визуализатор",,1000.0,USD,Москва,2007-02-27T12:53:05+0300
Консультант - программист 1С,1200.0,1400.0,USD,Москва,2007-01-11T11:23:40+0300
Программист,1500.0,1500.0,USD,Москва,2007-01-11T11:26:06+0300
Инженер по ремонту мобильных телефонов,500.0,1500.0,USD,Москва,2007-01-24T16:22:42+0300
Инженер по автоматизации тестирования ПО/ Тестировщик-программист,500.0,1000.0,USD,Москва,2007-02-26T10:34:49+0300
Product Management Engineer for the International Telecommunication Company (SW solutions for Telecom),3500.0,,USD,Москва,2007-01-11T11:45:27+0300
Banking Systems Business Consultant,2500.0,4000.0,USD,Москва,2007-04-04T11:57:55+0400
Ведущий инженер по автоматизации тестирования ПО/ Ведущий тестировщик ПО,1200.0,1800.0,USD,Москва,2007-02-26T10:34:49+0300
Администратор БД Informix,3500.0,5000.0,USD,Москва,2007-01-11T11:57:04+0300
Менеджер по рекламно-сувенирной продукции,500.0,,USD,Москва,2007-01-11T12:10:33+0300
Системный администратор,300.0,400.0,USD,Казань,2007-01-11T12:10:34+0300
Программист 1С,1500.0,2500.0,USD,Москва,2007-01-11T12:11:19+0300
Инженер сервиса,600.0,,USD,Москва,2007-03-05T12:00:56+0300
Системный администратор,1400.0,1400.0,USD,Москва,2007-02-06T09:45:28+0300
Контент-менеджер,,1400.0,USD,Москва,2007-02-06T09:29:54+0300
Программист 1С,1500.0,,USD,Москва,2007-01-11T12:19:23+0300
WEB - мастер (Крупная западная консалтинговая компания),2500.0,2700.0,USD,Москва,2007-01-11T12:28:36+0300
Менеджер проектов,600.0,1200.0,USD,Москва,2007-01-11T12:36:51+0300
Системный администратор,1000.0,1200.0,USD,Москва,2007-02-26T13:15:06+0300
Инженер по качеству ПО,,900.0,USD,Москва,2007-01-11T12:50:40+0300
Разработчик сайтов.,1000.0,2000.0,USD,Москва,2007-03-06T14:46:03+0300
Помощник Системного администратора,500.0,,USD,Москва,2007-01-11T13:00:53+0300
Системный администратор,1500.0,2000.0,USD,Москва,2007-01-11T13:25:29+0300
Руководитель отдела технической поддержки,1400.0,,USD,Москва,2007-01-11T13:29:24+0300
Старший программист 1С,2500.0,,USD,Москва,2007-02-12T14:30:31+0300
Менеджер по работе с корпоративными клиентами,1000.0,1500.0,USD,Москва,2007-02-26T10:20:16+0300
Менеджер по закупкам (телекоммуникационное оборудование),1300.0,1500.0,USD,Москва,2007-01-11T13:38:10+0300
Senior HTML/JavaScript – developer,1500.0,2200.0,USD,Москва,2007-03-30T18:00:10+0400
Специалист по тестированию ПО,500.0,,USD,Москва,2007-01-11T13:40:35+0300
Web-дизайнер,1300.0,1500.0,USD,Москва,2007-01-11T13:47:41+0300
Начальник отдела Интернет решений.,3000.0,,USD,Москва,2007-03-06T14:46:03+0300
Дизайнер-иллюстратор.,1800.0,,USD,Москва,2007-03-06T14:46:03+0300
Java-программист.,1800.0,,USD,Москва,2007-02-19T15:15:37+0300
Помощник программиста 1С,1200.0,,USD,Москва,2007-01-11T13:54:57+0300
HTML верстальщик/Технический дизайнер.,800.0,,USD,Москва,2007-02-19T15:15:37+0300
"SAP R/3 Consultant (FI, CO, SD, MM, PP, BW)",2000.0,3500.0,USD,Москва,2007-04-04T11:57:55+0400
"Программист MS SQL, Delphi",1800.0,1800.0,USD,Москва,2007-02-28T10:34:22+0300
Главный редактор сайта,1000.0,1500.0,USD,Москва,2007-01-11T14:03:36+0300
"WEB, PHP программист",1000.0,1500.0,USD,Москва,2007-01-25T10:24:20+0300
Программист Java,1900.0,2200.0,USD,Москва,2007-05-16T12:05:41+0400
Контент-редактор сайта,500.0,1000.0,USD,Москва,2007-01-11T14:17:21+0300
Разработчика средств внутренней автоматизации,2300.0,2500.0,USD,Москва,2007-01-11T14:28:39+0300
Программист,400.0,400.0,USD,Ростов-на-Дону,2007-01-11T14:33:33+0300
Руководитель департамента производственных технологий,2600.0,2600.0,USD,Москва,2007-01-11T14:35:40+0300
Администратор 1С,500.0,,USD,Москва,2007-02-12T10:13:36+0300
Менеджер по продаже рекламных возможностей,800.0,2000.0,USD,Москва,2007-01-11T14:42:02+0300
Программист 1С 8.0,2500.0,3000.0,USD,Москва,2007-02-20T11:09:29+0300
Программист .NET,2000.0,,USD,Москва,2007-01-29T10:08:10+0300
"Администратор 1С (вакансия от ""A-Class"")",1500.0,2000.0,USD,Москва,2007-01-11T14:58:12+0300
Программист,1800.0,,USD,Москва,2007-03-19T13:47:27+0300
Администратор прикладных программных средств,,850.0,USD,Москва,2007-02-06T13:00:20+0300
Сервис менджер ИТ ( Help Desk),400.0,500.0,USD,Алматы,2007-01-11T15:09:44+0300
Менеджер по продажам 1С,600.0,1000.0,USD,Москва,2007-02-21T13:48:54+0300
"Системный администратор, IT-специалист",600.0,1000.0,USD,Москва,2007-01-11T15:23:44+0300
Receptionist,500.0,600.0,USD,Москва,2007-01-11T15:28:17+0300
Ассистент отдела логистики,,600.0,USD,Москва,2007-01-11T15:30:56+0300
Менеджер по работе с ключевыми клиентами,1000.0,1500.0,USD,Санкт-Петербург,2007-05-07T13:16:33+0400
Менеджер проектов,500.0,1000.0,USD,Санкт-Петербург,2007-05-07T13:16:33+0400
Менеджер по управлению проектами,1000.0,1500.0,USD,Санкт-Петербург,2007-05-07T13:16:33+0400
Программист 1С,800.0,1100.0,USD,Москва,2007-02-27T08:48:34+0300
Начальник / ведущий специалист отдела АСУ ТП,800.0,1500.0,USD,Москва,2007-01-11T16:02:33+0300
Аналитик-статистик,2000.0,2500.0,USD,Москва,2007-02-06T18:44:57+0300
Специалист по технической поддержке,1000.0,,USD,Москва,2007-01-11T16:03:37+0300
"Дизайнер (WEB- дизайн, полиграфия).",700.0,,USD,Москва,2007-01-11T16:27:10+0300
Программист 1С 8.0,2000.0,2500.0,USD,Москва,2007-03-13T10:07:59+0300
SAP Basis Administrator,3000.0,4000.0,USD,Москва,2007-01-11T16:54:19+0300
Менеджер по работе с клиентами,1000.0,2000.0,USD,Москва,2007-02-12T09:42:04+0300
Системный администратор,1150.0,1250.0,USD,Москва,2007-01-11T17:00:16+0300
Ведущий программист Oracle,2000.0,2500.0,USD,Москва,2007-02-07T20:59:51+0300
Программист Oracle,1800.0,2200.0,USD,Москва,2007-02-07T20:59:51+0300
Разработчик (ведущий программист) систем дистанционного банковского обслуживания,,1500.0,USD,Москва,2007-02-26T11:42:34+0300
Главный экономист (Отдел рыночных рисков),2500.0,,USD,Москва,2007-01-11T17:15:12+0300
Представитель в регионе,1000.0,,USD,Нижний Новгород,2007-01-11T17:15:29+0300
Helpdesk Administrator / Администратор службы поддержки пользователей,1200.0,1300.0,USD,Москва,2007-01-11T17:24:01+0300
Исполнительный директор (крупный мультимедийный интернет- проект),7000.0,,USD,Москва,2007-01-22T16:23:48+0300
GTS CIS Client Delivery Head,6000.0,8000.0,USD,Москва,2007-04-05T15:08:03+0400
Системный администратор,500.0,700.0,USD,Москва,2007-01-11T17:28:42+0300
Инженер-наладчик,1200.0,,USD,Москва,2007-06-06T14:30:17+0400
Руководитель отдела IT,1300.0,1500.0,USD,Москва,2007-01-22T10:28:41+0300
Системный аналитик (инвестиционная компания),1500.0,2000.0,USD,Москва,2007-01-11T17:36:36+0300
.NET СТАЖЕР-разработчик,800.0,1500.0,USD,Москва,2007-01-11T17:36:52+0300
"Менеджер по маркетингу - продвижение услуг (Консалтинг, IT)",1200.0,1600.0,USD,Москва,2007-06-25T09:07:39+0400
Программист - тестировщик ПО,750.0,1000.0,USD,Москва,2007-02-05T11:14:33+0300
Ведущий специалист,2000.0,3000.0,USD,Москва,2007-01-11T18:00:33+0300
Копирайтер,,700.0,USD,Москва,2007-01-11T18:02:55+0300
Инженер-разработчик,2000.0,,USD,Санкт-Петербург,2007-01-30T11:14:41+0300
IT Specialist,1000.0,,USD,Санкт-Петербург,2007-01-11T18:11:28+0300
Старший инженер-программист-консультант по content-технологиям,2100.0,2500.0,USD,Санкт-Петербург,2007-01-11T18:15:20+0300
Инженер-программист-консультант по content-технологиям,1350.0,2300.0,USD,Санкт-Петербург,2007-01-11T18:18:51+0300
Программист 1С 7.7,1000.0,1000.0,USD,Санкт-Петербург,2007-01-11T18:21:00+0300
Web-дизайнер,1200.0,1300.0,USD,Санкт-Петербург,2007-01-11T18:21:14+0300
Ведущий разработчик С++/С#,1700.0,2300.0,USD,Москва,2007-01-11T18:21:53+0300
Инженер-консультант по storage-технологиям,1300.0,1700.0,USD,Санкт-Петербург,2007-01-11T18:24:41+0300
Инженер-аналитик,800.0,1300.0,USD,Санкт-Петербург,2007-03-15T10:41:20+0300
Администратор Отдела продаж,800.0,,USD,Москва,2007-01-11T18:57:47+0300
ВЕДУЩИЙ СПЕЦИАЛИСТ ПО ПОДДЕРЖКЕ ПОЛЬЗОВАТЕЛЕЙ,1500.0,2500.0,USD,Москва,2007-03-07T20:10:52+0300
IT Trainee,,400.0,USD,Киев,2007-01-11T19:15:24+0300
Аналитик бизнес-процессов,1500.0,2000.0,USD,Центральный округ,2007-03-06T10:01:44+0300
Помощник ревизора,500.0,600.0,USD,Москва,2007-01-30T13:30:48+0300
Аналитик бизнес-процессов,1500.0,2000.0,USD,Северо-Западный округ,2007-04-02T09:21:08+0400
Аналитик бизнес-процессов,1500.0,2000.0,USD,Южный округ,2007-04-27T10:05:13+0400
Специалист по статистике/аналитик,1000.0,,USD,Москва,2007-02-06T12:38:46+0300
Менеджер по работе с корпоративными клиентами,1000.0,,USD,Москва,2007-01-11T20:15:47+0300
"IT Директор, внедрение ERP-системы SAP R/3",5000.0,8000.0,USD,Москва,2007-01-11T20:36:11+0300
Специалист IT Department,700.0,800.0,USD,Москва,2007-01-19T20:28:59+0300
Диспетчер на телефон в офис/Специалист службы телемаркетинга,300.0,500.0,USD,Москва,2007-01-11T22:29:24+0300
Помощник системного администратора,500.0,800.0,USD,Москва,2007-01-12T00:09:39+0300
Системный администратор,800.0,1300.0,USD,Москва,2007-01-12T00:12:38+0300
Главный инженер проекта,1000.0,,USD,Красноярск,2007-02-08T09:46:27+0300
Заместитель директора отдела развития,3500.0,,USD,Новосибирск,2007-01-12T07:11:54+0300
Senior Java Developer,1900.0,,USD,Новосибирск,2007-01-12T08:16:50+0300
Senior Java Developer (j2se+oracle),1200.0,1600.0,USD,Новосибирск,2007-01-12T08:17:32+0300
Программист-стажер 1С,200.0,1000.0,USD,Новосибирск,2007-03-05T08:56:19+0300
Системный администратор,1500.0,,USD,Москва,2007-02-26T16:08:23+0300
Ведущий Web-разработчик,1700.0,2300.0,USD,Москва,2007-01-12T09:35:20+0300
Project менеджер (опыт работы с госсектором),3000.0,3500.0,USD,Москва,2007-02-09T11:46:59+0300
Программист-аналитик 1С:,1700.0,2200.0,USD,Москва,2007-01-12T09:46:38+0300
"Java (J2EE, Web) программист",1500.0,,USD,Новосибирск,2007-01-12T10:01:56+0300
Программист 1 C,1100.0,1100.0,USD,Санкт-Петербург,2007-01-12T10:15:29+0300
Монтажник,300.0,1000.0,USD,Москва,2007-01-12T10:24:27+0300
Java developer,2000.0,2000.0,USD,Москва,2007-01-12T10:25:44+0300
Специалист технической поддержки,300.0,800.0,USD,Москва,2007-01-12T10:26:12+0300
Программист,1000.0,2000.0,USD,Москва,2007-01-12T10:28:59+0300
"Специалиcт по работе с клиентами (Секретарь, Receptionist)",550.0,650.0,USD,Москва,2007-01-12T10:35:27+0300
Системный администратор,1300.0,1500.0,USD,Москва,2007-01-31T09:30:44+0300
Аналитик рынка жилой недвижимости,800.0,1500.0,USD,Москва,2007-01-22T18:29:26+0300
Системный администратор,1500.0,2000.0,USD,Москва,2007-02-12T16:47:08+0300
Менеджер по продажам телеком.оборудования,800.0,,USD,Москва,2007-07-05T09:57:23+0400
Бухгалтер по зарплате,1000.0,1000.0,USD,Москва,2007-01-12T10:50:18+0300
Менеджер по работе с дилерами,2000.0,,USD,Москва,2007-01-12T10:54:59+0300
"Программист, веб-программист",600.0,1000.0,USD,Москва,2007-01-12T10:55:04+0300
Инженер - программист по 1-С 8.0,,1000.0,USD,Южный округ,2007-03-06T15:33:56+0300
Аналитик бизнес-процессов,1500.0,2000.0,USD,Восточно-Сибирский округ,2007-04-02T09:21:08+0400
Помощник программиста 1С,1200.0,,USD,Москва,2007-01-12T11:04:23+0300
WEB-мастер,400.0,500.0,USD,Санкт-Петербург,2007-01-12T11:04:52+0300
Специалист по АСУП,,1000.0,USD,Южный округ,2007-04-13T14:26:01+0400
Аналитик бизнес-процессов,1500.0,2000.0,USD,Западно-Сибирский округ,2007-04-02T09:21:08+0400
Аналитик бизнес-процессов,1500.0,2000.0,USD,Уральский округ,2007-04-02T09:21:08+0400
Аналитик бизнес-процессов,1500.0,2000.0,USD,Средне-Приволжский округ,2007-04-02T09:21:08+0400
Аналитик бизнес-процессов,1500.0,2000.0,USD,Юго-Центральный округ,2007-04-02T09:21:08+0400
Бизнес аналитик,1500.0,1800.0,USD,Москва,2007-01-23T10:30:50+0300
Аналитик бизнес-процессов,1500.0,2000.0,USD,Украина,2007-02-06T09:22:13+0300
Специалисты по управлению производством и логистике,800.0,1500.0,USD,Киев,2007-01-12T11:24:54+0300
Менеджер по развитию интернет – ресурса,2500.0,3000.0,USD,Москва,2007-01-12T11:25:47+0300
Менеджер-консультант автоматизированной системы бюджетирования,600.0,800.0,USD,Москва,2007-01-12T11:26:31+0300
Аналитик бизнес-процессов,1500.0,2000.0,USD,Беларусь,2007-02-06T09:22:20+0300
Системный администратор Helpdesk,800.0,1100.0,USD,Москва,2007-01-12T11:31:32+0300
