name,salary_from,salary_to,salary_currency,area_name,published_at
Системный Администратор,,1500.0,USD,Москва,2004-05-13T14:27:04+0400
Ассистент-разработчик SAP R/3,,1200.0,USD,Москва,2004-05-13T14:55:28+0400
Software Developer,,1200.0,USD,Москва,2004-06-11T10:33:28+0400
Помощник системного администратора,,450.0,USD,Москва,2004-05-13T00:00:00+0400
Программист Oracle,,1200.0,USD,Москва,2004-05-13T15:57:19+0400
Веб-программист,,800.0,USD,Москва,2004-05-13T16:02:44+0400
Помощник менеджера,,500.0,USD,Москва,2004-05-13T16:19:45+0400
Сотрудник службы поддержки пользователей (IT-специалист) в западный банк (IKh- IB/1),,1100.0,USD,Москва,2004-05-13T16:40:40+0400
Специалист по работе с базами данных,,600.0,USD,Москва,2004-06-11T10:52:33+0400
Системный администратор,,1500.0,USD,Москва,2004-07-02T10:47:37+0400
Старший системный администратор UNIX,,2500.0,USD,Москва,2004-07-26T12:30:02+0400
Специалист АСКУЭ,,1000.0,USD,Москва,2004-07-02T10:16:28+0400
Главный инженер проекта (ГИП),,1500.0,USD,Москва,2004-07-02T10:16:17+0400
Редактор интернет-ресурса,,500.0,USD,Москва,2004-05-13T22:41:54+0400
Консультант по MBS Navision,,1200.0,USD,Санкт-Петербург,2004-07-05T17:36:06+0400
Системный администратор,,500.0,USD,Москва,2004-06-10T00:00:00+0400
Ведущий консультант по управленческому учету,,1700.0,USD,Москва,2004-05-14T11:49:28+0400
Менеджер по развитию бизнеса,,3000.0,USD,Москва,2004-05-14T11:54:04+0400
Руководитель отдела PR и маркетинга,,1500.0,USD,Москва,2004-07-05T12:09:00+0400
Инженер-эксперт отдела внедрения,,1000.0,USD,Москва,2004-05-14T15:53:10+0400
Консультант по модулю ТОРО,,2000.0,USD,Москва,2004-05-14T17:12:58+0400
Системный администратор (NF-1740-AB),,1050.0,USD,Москва,2004-06-09T00:00:00+0400
"Специалист по платежным системам в банк. Код вакансии: ""ЛА-платеж""",,1400.0,USD,Москва,2004-07-26T11:00:00+0400
WEB-Программист,,1200.0,USD,Москва,2004-05-14T22:05:23+0400
Программист,,600.0,USD,Москва,2004-05-14T22:09:10+0400
Коммерческий представитель (Екатеринбург),,800.0,USD,Екатеринбург,2004-05-15T18:36:53+0400
Коммерческий представитель (Ростов-на-Дону),,800.0,USD,Ростов-на-Дону,2004-05-15T18:40:09+0400
Коммерческий представитель (Новосибирск),,800.0,USD,Новосибирск,2004-05-15T18:43:07+0400
Коммерческий представитель (Н. Новгород),,800.0,USD,Нижний Новгород,2004-05-15T18:45:45+0400
Коммерческий представитель (Иркутск),,800.0,USD,Иркутск,2004-05-15T00:00:00+0400
Коммерческий представитель (Самара),,800.0,USD,Самара,2004-05-15T18:51:21+0400
Коммерческий представитель (С-Петербург),,1000.0,USD,Санкт-Петербург,2004-05-15T18:53:53+0400
Коммерческий представитель (Москва),,1000.0,USD,Москва,2004-05-15T18:55:47+0400
Программист,,1200.0,USD,Москва,2004-05-16T21:44:44+0400
Senior Software Programmer,,1800.0,USD,Москва,2004-05-17T00:00:00+0400
Программист-аналитик,,500.0,USD,Москва,2004-08-09T09:41:54+0400
Программист Delphi 6.0,,1000.0,USD,Москва,2004-05-17T10:04:25+0400
Консультант по внедрению,,1200.0,USD,Москва,2004-05-17T00:00:00+0400
Специалист по работе с базами данных/ Оператор ПК,,600.0,USD,Москва,2004-05-18T00:00:00+0400
Менеджер по продажам сетевых решений,,1200.0,USD,Москва,2004-06-30T18:51:40+0400
Менеджер по продажам СКС,,1000.0,USD,Москва,2004-06-30T18:51:40+0400
Руководитель инженерной группы IP,,1600.0,USD,Москва,2004-05-17T12:32:06+0400
Заместитель руководителя отдела Web-технологий,,1400.0,USD,Москва,2004-06-01T00:00:00+0400
Инженер по ремонту компьютерной техники,,500.0,USD,Москва,2004-06-15T11:17:04+0400
Sales manager,,600.0,USD,Москва,2004-05-17T13:08:55+0400
Электрик-электронщик,,600.0,USD,Санкт-Петербург,2004-05-17T14:14:30+0400
Старший специалист в отдел тестирования,,900.0,USD,Москва,2004-06-07T00:00:00+0400
Специалист по технической поддержке ПО,,700.0,USD,Москва,2004-06-07T00:00:00+0400
Специалист по сопровождению ПО в области Internet-приложений,,700.0,USD,Москва,2004-06-07T00:00:00+0400
Специалист по технической поддержке ПО в области компьютерной телефонии,,700.0,USD,Москва,2004-06-07T00:00:00+0400
Специалист по технической поддержке ПО в области систем коротких сообщений,,700.0,USD,Москва,2004-06-07T00:00:00+0400
Инженер по наладке подсистемы коммутации ( Commissioning engineer SSS ),,1500.0,USD,Москва,2004-06-15T10:10:00+0400
Web-программист,,700.0,USD,Москва,2004-05-27T00:00:00+0400
Менеджер проекта (технологическое оборудование),,1500.0,USD,Москва,2004-06-15T09:13:37+0400
IT supervisor,,2000.0,USD,Москва,2004-05-17T16:45:18+0400
Сотрудник службы поддержки пользователей (IT-специалист) в западный банк (IKh- IB/1),,1100.0,USD,Москва,2004-05-17T17:09:48+0400
Инженер сетевой безопасности,,1200.0,USD,Москва,2004-05-17T17:10:23+0400
Менеджер по телекоммуникационным проектам,,1500.0,USD,Санкт-Петербург,2004-05-17T17:40:20+0400
"Инженер по подготовке и внедрению оборудования (SUN, HP)",,1500.0,USD,Москва,2004-05-17T21:52:05+0400
Инженер по подготовке спецификаций,,1000.0,USD,Москва,2004-05-17T21:53:31+0400
Специалист по обслуживанию абонентов контактного центра,,500.0,USD,Москва,2004-05-18T10:45:57+0400
Part time IT support,,300.0,USD,Москва,2004-05-18T11:23:09+0400
Инженер-эксперт отдела внедрения,,1000.0,USD,Москва,2004-06-02T00:00:00+0400
Java разработчик для поддержки приложений/ Application support engineer,,1400.0,USD,Москва,2004-08-26T19:16:52+0400
Старший системный администратор UNIX,,2500.0,USD,Москва,2004-05-18T13:47:33+0400
Технический писатель,,800.0,USD,Москва,2004-06-01T00:00:00+0400
РАЗРАБОТЧИК СРЕДСТВ ВНУТРЕННЕЙ АВТОМАТИЗАЦИИ,,1500.0,USD,Москва,2004-06-29T00:00:00+0400
IT- MANAGER,,3500.0,USD,Москва,2004-05-18T15:07:37+0400
Программист - разработчик на платформе Microsoft,,1200.0,USD,Москва,2004-05-18T15:23:03+0400
Инженер-квалификатор,,450.0,USD,Москва,2004-05-18T15:55:04+0400
Программист,,900.0,USD,Москва,2004-06-25T16:37:30+0400
Менеджер по работе в области прямого страхования,,1000.0,USD,Москва,2004-06-04T00:00:00+0400
Менеджер по работе с нестраховыми посредниками,,1500.0,USD,Москва,2004-06-04T00:00:00+0400
Программист,,650.0,USD,Москва,2004-06-15T00:00:00+0400
IT Help Desk Specialist,,700.0,USD,Москва,2004-06-16T00:00:00+0400
Менеджер проекта,,1200.0,USD,Москва,2004-05-19T12:38:51+0400
Программист 1С,,1200.0,USD,Москва,2004-05-19T13:10:28+0400
Программист MS SQL+Delphi,,1200.0,USD,Москва,2004-05-19T13:12:46+0400
Программист SQL\OLAP,,1500.0,USD,Москва,2004-05-19T13:14:28+0400
Менеджер по продажам компьютерной техники/сетевых решений,,2000.0,USD,Москва,2004-05-19T13:17:11+0400
Менеджер по работе с ключевыми клиентами,,2000.0,USD,Москва,2004-05-19T13:19:39+0400
Менеджер по проектам (телекоммуникационное оборудование),,1500.0,USD,Москва,2004-05-19T13:21:04+0400
Pre-sale инженер,,1200.0,USD,Москва,2004-05-19T13:26:18+0400
Инженер-проектировщик софтверно-серверных решений на плтформе Microsoft,,800.0,USD,Москва,2004-05-19T13:28:43+0400
Менеджер по продажам в отдел компьютерного оборудования,,1500.0,USD,Москва,2004-05-19T13:41:32+0400
COUNTRY SERVICE MANAGER,,3500.0,USD,Москва,2004-05-19T15:24:38+0400
AGS Service Coordinator,,1800.0,USD,Москва,2004-05-19T15:34:27+0400
Field Service Engineer,,1500.0,USD,Москва,2004-05-19T15:49:30+0400
Senior Project Manager,,2000.0,USD,Москва,2004-05-19T15:55:45+0400
Senior Sales Manager (IK-S-SSM),,3500.0,USD,Москва,2004-05-19T16:05:45+0400
МЕНЕДЖЕР ПО ПРОДАЖАМ ТЕЛЕКОМ-ОБОРУДОВАНИЯ.,,300.0,USD,Санкт-Петербург,2004-07-14T17:43:31+0400
Менеджер по продажам,,1000.0,USD,Москва,2004-05-19T17:40:09+0400
ПРОДУКТ-МЕНЕДЖЕР ПО СЕРВЕРАМ СОБСТВЕННОГО ПРОИЗВОДСТВА.,,1000.0,USD,Санкт-Петербург,2004-06-28T00:00:00+0400
Менеджер по продажам,,1000.0,USD,Москва,2004-05-19T17:43:50+0400
Системный администратор,,700.0,USD,Москва,2004-05-19T17:50:18+0400
ТЕХНИК-ПРОЕКТИРОВЩИК.,,300.0,USD,Санкт-Петербург,2004-06-28T00:00:00+0400
ТЕХНИК-ПРОЕКТИРОВЩИК.,,300.0,USD,Санкт-Петербург,2004-05-31T00:00:00+0400
МЕНЕДЖЕР ПРОЕКТОВ.,,1000.0,USD,Санкт-Петербург,2004-06-28T00:00:00+0400
Проектировщик СКС,,900.0,USD,Москва,2004-06-01T00:00:00+0400
IT Specialist,,1300.0,USD,Москва,2004-06-16T00:00:00+0400
Менеджер по работе с корпоративными клиентами,,3000.0,USD,Москва,2004-05-20T10:10:23+0400
Веб-программист,,1000.0,USD,Москва,2004-05-20T10:26:52+0400
Network Planning Expert,,4000.0,USD,Москва,2004-05-21T00:00:00+0400
Менеджер по работе с клиентами,,1000.0,USD,Москва,2004-06-15T09:07:32+0400
ИНЖЕНЕР по телекоммуникационным системам.,,800.0,USD,Москва,2004-05-31T00:00:00+0400
МЕНЕДЖЕР ПО ПРОДАЖАМ,,300.0,USD,Москва,2004-05-31T00:00:00+0400
МЕНЕДЖЕР ПО РАБОТЕ С КОРПОРАТИВНЫМИ ЗАКАЗЧИКАМИ.,,1000.0,USD,Москва,2004-05-31T00:00:00+0400
РУКОВОДИТЕЛЬ ОТДЕЛА МАРКЕТИНГА И РЕКЛАМЫ.,,1000.0,USD,Москва,2004-05-31T00:00:00+0400
Директор по дистрибуции,,2500.0,USD,Москва,2004-06-22T10:13:37+0400
Специалист (настройщик) модуля BASIS SAP R/3,,3000.0,USD,Москва,2004-05-20T12:41:12+0400
Инженер-программист,,400.0,USD,Москва,2004-05-20T13:49:47+0400
Инженер-эксперт отдела тестирования,,700.0,USD,Москва,2004-07-05T15:38:02+0400
Начальник управления информационных технологий банка,,5000.0,USD,Москва,2004-06-18T14:07:00+0400
Старший сервис – инженер,,1100.0,USD,Москва,2004-06-25T00:00:00+0400
Системный администратор,,900.0,USD,Москва,2004-06-17T00:00:00+0400
Менеджер по продажам,,1100.0,USD,Москва,2004-05-20T17:10:25+0400
Руководитель проекта,,1500.0,USD,Москва,2004-07-05T12:53:56+0400
Руководитель проекта,,1500.0,USD,Москва,2004-05-20T18:02:04+0400
Senior Software developer,,1700.0,USD,Москва,2004-07-13T12:34:08+0400
Java-программист,,1200.0,USD,Москва,2004-06-15T00:00:00+0400
Оценщик бизнеса,,1500.0,USD,Москва,2004-05-20T18:25:47+0400
Web-программист,,600.0,USD,Москва,2004-06-15T00:00:00+0400
Ведущий тестировщик (тест-аналитик),,1000.0,USD,Москва,2004-05-21T11:42:09+0400
МЕНЕДЖЕР ПО РАЗВИТИЮ РЕГИОНАЛЬНЫХ ПРОДАЖ.,,2000.0,USD,Москва,2004-06-03T00:00:00+0400
Программист,,1300.0,USD,Москва,2004-05-21T12:07:07+0400
Системный аналитик,,1500.0,USD,Москва,2004-05-21T12:14:14+0400
Менеджер по продвижению ПО,,3500.0,USD,Москва,2004-05-21T12:23:21+0400
Специалист 1С в проектный отдел,,1500.0,USD,Москва,2004-07-20T11:59:58+0400
IT инженер,,500.0,USD,Москва,2004-06-15T11:16:25+0400
Сборщик компьютеров,,400.0,USD,Москва,2004-06-15T11:17:23+0400
Специалист по продажам,,900.0,USD,Москва,2004-05-21T13:01:35+0400
Коммерческий директор,,3500.0,USD,Москва,2004-06-15T17:22:27+0400
Руководитель проектной группы по локализации ПО,,1000.0,USD,Москва,2004-05-21T13:59:31+0400
Программист,,800.0,USD,Москва,2004-07-27T16:32:28+0400
"LOTUS: менеджер проектов по внедрению/сопровождению СЭД ""БОСС-Референт""",,1000.0,USD,Москва,2004-06-16T13:49:09+0400
Коммерческий директор,,4000.0,USD,Москва,2004-05-21T15:54:53+0400
Начальник отдела технологической документации,,111.0,USD,Москва,2004-05-28T00:00:00+0400
Программист Lotus Notes,,1000.0,USD,Москва,2004-07-06T10:13:03+0400
System Administrator,,1600.0,USD,Москва,2004-06-15T00:00:00+0400
Network Administrator,,1600.0,USD,Москва,2004-06-15T00:00:00+0400
Стажер Отдела внедрения,,600.0,USD,Москва,2004-06-01T00:00:00+0400
Systems Engineer,,1800.0,USD,Москва,2004-07-30T09:12:03+0400
Менеджер по продажам АСУ ТП (KIE-I-S),,2000.0,USD,Москва,2004-05-21T17:13:28+0400
Разработчик Lotus Domino/Notes,,1000.0,USD,Москва,2004-05-21T15:10:29+0400
Ассистент отдела продаж,,500.0,USD,Санкт-Петербург,2004-05-21T18:37:41+0400
"Администратор банковской системы. Код вакансии: ""ЛА-АБС""",,1300.0,USD,Москва,2004-07-26T11:00:00+0400
"Системный Администратор. Код вакансии: ""Л-САД""",,700.0,USD,Москва,2004-05-21T19:41:08+0400
Systems Engineer,,1800.0,USD,Москва,2004-05-21T17:05:58+0400
Network Administrator,,1600.0,USD,Москва,2004-05-21T16:52:59+0400
System Administrator,,1600.0,USD,Москва,2004-05-21T16:51:23+0400
Программист Lotus Notes,,1000.0,USD,Москва,2004-05-21T16:49:27+0400
Программист БД,,1200.0,USD,Москва,2004-05-23T13:35:10+0400
Программист микроконтроллеров,,1200.0,USD,Москва,2004-05-23T13:39:41+0400
"Специалист по администрированию и поддержке ИНФИН. Код вакансии: ""Ш-ИНФИН""",,1500.0,USD,Москва,2004-06-15T00:00:00+0400
Cпециалист по Sun Systems,,1300.0,USD,Москва,2004-05-24T11:05:29+0400
Cпециалист по Sun Systems,,1300.0,USD,Москва,2004-05-24T11:05:50+0400
Cпециалист по Sun Systems,,1300.0,USD,Москва,2004-06-18T00:00:00+0400
Менеджер по продажам программных продуктов,,600.0,USD,Москва,2004-05-24T11:45:50+0400
Менеджер по работе с клиентами,,500.0,USD,Москва,2004-05-24T11:50:53+0400
Analyst,,1000.0,USD,Москва,2004-05-24T13:39:37+0400
Field sales representative,,1900.0,USD,Москва,2004-05-24T16:37:18+0400
Field sales representative,,1900.0,USD,Москва,2004-05-24T16:37:51+0400
Менеджер по работе с сотовыми операторами,,1111.0,USD,Москва,2004-05-24T18:27:41+0400
Terminologist,,3000.0,USD,Москва,2004-05-28T00:00:00+0400
Аналитик в области интеграции информационных систем предприятия,,2300.0,USD,Москва,2004-07-09T08:59:28+0400
Программист Lotus,,1000.0,USD,Москва,2004-05-24T20:28:47+0400
Cпециалист по Sun Systems,,1300.0,USD,Москва,2004-05-24T11:05:56+0400
"Специалист по администрированию и поддержке ИНФИН. Код вакансии: ""Ш-ИНФИН""",,1000.0,USD,Москва,2004-05-24T10:16:00+0400
Инженер по пакетной передаче данных (сотовая связь),,1800.0,USD,Москва,2004-05-25T10:34:06+0400
"Инженер по работе с клиентами, радио-контроллеры GSM",,1800.0,USD,Москва,2004-05-25T11:30:45+0400
Инженер по работе с клиентами (операционная система),,1800.0,USD,Москва,2004-05-25T11:52:36+0400
"Специалист по ""Интернет-банкинг""",,900.0,USD,Москва,2004-05-25T11:57:10+0400
Инженер по обслуживанию клиентов (Messaging),,1800.0,USD,Москва,2004-05-25T11:58:06+0400
Специалист по установке эквайрингового оборудования,,600.0,USD,Москва,2004-05-25T12:00:57+0400
Product manager (Datacomm),,2500.0,USD,Москва,2004-05-25T15:34:27+0400
Product manager,,2500.0,USD,Москва,2004-05-25T15:49:00+0400
Account Manager,,2000.0,USD,Москва,2004-05-25T16:01:39+0400
Ассистент-экономист отдела маркетинга в крупную IT-компанию (системный интегратор),,400.0,USD,Москва,2004-05-28T00:00:00+0400
Инженер в департамент технической поддержки,,1000.0,USD,Москва,2004-05-25T00:00:00+0400
UNIX Администратор,,2000.0,USD,Москва,2004-05-25T16:43:42+0400
Менеджер проекта,,500.0,USD,Санкт-Петербург,2004-05-25T17:05:03+0400
IT Менеджер,,2000.0,USD,Москва,2004-06-21T00:00:00+0400
Технолог-Аналитик /инвестиционная деятельность/,,2300.0,USD,Москва,2004-07-21T09:23:53+0400
Директор по IT разработкам,,2000.0,USD,Санкт-Петербург,2004-05-25T19:44:33+0400
Директор по IT разработкам,,2500.0,USD,Санкт-Петербург,2004-05-25T19:45:42+0400
Начальник отдела телематических служб,,2500.0,USD,Москва,2004-05-26T09:08:43+0400
Assistant (temporary ),,800.0,USD,Москва,2004-06-10T00:00:00+0400
Менеджер по продажам телекоммуникационных услуг,,2000.0,USD,Москва,2004-06-21T14:02:00+0400
Помощник системного администратора,,600.0,USD,Москва,2004-05-26T10:35:10+0400
Ведущий специалист по системной/сетевой интеграции,,3000.0,USD,Москва,2004-05-26T10:45:40+0400
Программист в банк,,900.0,USD,Москва,2004-06-25T00:00:00+0400
Инженер-технолог радио-монтажного производства,,800.0,USD,Москва,2004-05-26T12:44:37+0400
Small and Medium Business Marketing Manager,,2000.0,USD,Москва,2004-05-26T12:58:09+0400
Small Business Marketing Manager,,2000.0,USD,Москва,2004-05-26T12:57:58+0400
Small and Medium Business Marketing Manager,,2000.0,USD,Москва,2004-05-26T12:58:14+0400
Small and Medium Business Marketing Manager,,2000.0,USD,Москва,2004-05-26T12:58:11+0400
Small and Medium Business Marketing Manager,,2000.0,USD,Москва,2004-05-26T12:58:07+0400
Small and Medium Business Marketing Manager,,2000.0,USD,Москва,2004-05-26T12:58:02+0400
Small and Medium Business Marketing Manager,,2000.0,USD,Москва,2004-05-26T12:58:22+0400
Small and Medium Business Marketing Manager,,2000.0,USD,Москва,2004-05-26T13:00:44+0400
Младший аналитик,,800.0,USD,Москва,2004-06-21T00:00:00+0400
Менеджер по персоналу,,700.0,USD,Москва,2004-05-26T17:13:50+0400
Менеджер по продажам телекоммуникационных услуг,,2000.0,USD,Москва,2004-05-26T09:27:19+0400
IT Менеджер,,2000.0,USD,Москва,2004-05-25T18:23:27+0400
Технолог-Аналитик,,2300.0,USD,Москва,2004-05-25T18:59:51+0400
"Project Manager Russia and CIS, CGISS",,3000.0,USD,Москва,2004-05-27T00:00:00+0400
Исследователь баз/данных,,1200.0,USD,Москва,2004-06-21T00:00:00+0400
Ведущий дизайнер/Арт-директор в интернет подразделение,,1900.0,USD,Москва,2004-05-27T10:55:37+0400
Менеджер по количественным / качественным исследованиям,,2000.0,USD,Москва,2004-06-17T00:00:00+0400
Консультант по внедрению ERP-системы,,1500.0,USD,Москва,2004-05-27T11:12:51+0400
Администратор корпоративного web-сайта,,700.0,USD,Москва,2004-05-27T11:43:01+0400
Ведущий специалист по системной интеграции,,2500.0,USD,Москва,2004-05-27T11:44:56+0400
Технический специалист,,500.0,USD,Москва,2004-07-16T09:35:32+0400
UNIX Administrator\DBA\Application admin,,2000.0,USD,Москва,2004-05-27T15:03:41+0400
Менеджер проекта (страны СНГ и международные проекты). Код НВ-внедр.,,2500.0,USD,Москва,2004-06-28T15:10:04+0400
Консультант SAP R3 (FI модуль),,2000.0,USD,Москва,2004-05-27T16:21:36+0400
Системный администратор (SK-1650-AB),,800.0,USD,Москва,2004-05-27T17:02:17+0400
Системный администратор (SK-1650-AB),,800.0,USD,Москва,2004-06-18T00:00:00+0400
Специалист по СУБД ORACLE,,1600.0,USD,Москва,2004-07-09T08:59:28+0400
Менеджер по продажам проектов,,2500.0,USD,Москва,2004-05-27T17:55:02+0400
СПЕЦИАЛИСТ ПО ВНЕДРЕНИЮ ФИНАНСОВО-УПРАВЛЕНЧЕСКИХ СИСТЕМ.,,400.0,USD,Санкт-Петербург,2004-08-11T14:23:17+0400
Технический специалист,,500.0,USD,Москва,2004-05-27T12:19:30+0400
User support \ Unix (AIX) администратор,,1500.0,USD,Москва,2004-06-10T00:00:00+0400
Customer Care Engineer 2G Radio Controllers,,2200.0,USD,Москва,2004-05-28T14:37:52+0400
VAS Engineer,,2200.0,USD,Москва,2004-05-28T14:41:50+0400
Circuit Switching Core Engineer – Russia,,2200.0,USD,Москва,2004-05-28T14:46:57+0400
Старший специалист в отдел тестирования,,900.0,USD,Москва,2004-06-02T00:00:00+0400
Специалист отдела тестирования ПО,,800.0,USD,Москва,2004-06-02T00:00:00+0400
Инженер по ремонту мобильных телефонов,,500.0,USD,Москва,2004-05-28T17:57:53+0400
Инженер по системам хранения данных,,2500.0,USD,Москва,2004-07-09T08:59:27+0400
Инженер по средствам вычислительной техники,,1500.0,USD,Москва,2004-07-09T08:59:27+0400
Системный аналитик,,2000.0,USD,Москва,2004-08-02T10:53:18+0400
Руководитель проекта (ERP системы),,1700.0,USD,Екатеринбург,2004-05-31T10:23:48+0400
Менеджер по продажам,,3000.0,USD,Москва,2004-07-09T08:59:27+0400
Пресейл менеджер,,1500.0,USD,Москва,2004-07-09T08:59:27+0400
Инженер по видеоконференц-связи (ВКС),,2000.0,USD,Москва,2004-07-09T08:59:27+0400
Java - разработчик,,1500.0,USD,Москва,2004-05-31T11:19:19+0400
Руководитель проектов,,4000.0,USD,Москва,2004-07-09T08:59:27+0400
Инженер по системам управления ИТ инфраструктурой,,2000.0,USD,Москва,2004-07-09T08:59:27+0400
IT Security Consultant,,2000.0,USD,Москва,2004-06-25T10:05:11+0400
Специалист по внедрению и сопровождению,,2000.0,USD,Москва,2004-05-31T12:35:12+0400
Инженер-программист (T-SQL),,1000.0,USD,Москва,2004-06-08T00:00:00+0400
Проектировщик/программист для платформы 1С: Бухгалтерия 7.7,,1500.0,USD,Москва,2004-05-31T13:47:08+0400
Проектировщик/программист для платформы 1С: Расчет 7.7,,1500.0,USD,Москва,2004-05-31T14:01:43+0400
Проектировщик/программист 1С: Оперативный учет 7.7.,,1500.0,USD,Москва,2004-05-31T14:04:42+0400
Проектировщик/программист для платформы 1С.8.0,,1500.0,USD,Москва,2004-05-31T14:16:22+0400
"Консультант MBS AXAPTA, модуль «Логистика и торговля»",,1000.0,USD,Москва,2004-05-31T14:46:38+0400
Менеджер по продажам MBS AXAPTA,,1000.0,USD,Москва,2004-05-31T14:54:31+0400
Консультант по модулю «Производство» системы MBS AXAPTA,,1000.0,USD,Москва,2004-05-31T15:00:58+0400
Sales Manager,,2100.0,USD,Санкт-Петербург,2004-05-31T15:43:45+0400
Консультант по сопровождению КИС «Галактика» (IKH-SP-К),,1000.0,USD,Москва,2004-06-29T16:21:02+0400
Менеджер по маркетингу и продажам,,1300.0,USD,Санкт-Петербург,2004-05-31T16:01:22+0400
Специалист группы сопровождения КИС «Галактика» (IKH-SP-S),,1000.0,USD,Москва,2004-06-29T16:28:20+0400
Консультант по внедрению Oracle EBS (IKH-ERP-МК),,2100.0,USD,Москва,2004-06-29T16:19:53+0400
Лидер проекта (CRM система).,,1800.0,USD,Москва,2004-06-21T00:00:00+0400
Технический эксперт по системам информационной безопасности,,2000.0,USD,Москва,2004-05-31T17:52:18+0400
Студент-стажёр,,300.0,USD,Москва,2004-07-09T14:18:57+0400
Ведущий специалист по продажам услуг связи,,2000.0,USD,Москва,2004-06-30T12:31:43+0400
Начальник отдела продаж услуг связи,,2500.0,USD,Москва,2004-06-30T12:32:02+0400
Ассистент отдела медиа-исследований,,700.0,USD,Москва,2004-06-01T10:57:03+0400
"Поддержка SunSystems 4.2.5 модули LA,AR, программа HR Payroll",,1700.0,USD,Москва,2004-06-01T11:13:29+0400
